web-scraper-order,web-scraper-start-url,productos,productos-href,nombre,precio final,descuento,caracteristicas
"1670951268-37","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=aHKJycnjskVXCTmbGhFjbDwhIJ4a99ZPh%2FNIdujL8klSHbCZSC6%2FpvCjwxMBC%2BiFrGitLTI%2BAscYhDhGf%2Bptmr7wWFJM9dEhrMCh2rlVyQ6KdbDRmx5YTCX%2FawUY3OCBBRvB3%2Bm9FpNPqdRSn5hvw%2FRkky5m4zefd0xYqeDlTSL%2FRDNJtEn3VIMTTTXCJlNSWsP3n4J0bLTlY8xRuyWnQXIiD2U6lu%2B7amTb2vEmjcKkvaZdQVNM2dKy%2BPnWaF9Yz64wOAPCt5obKrBQDHNi3nOxzQQ9zh2YjIobmyw115%2BOKree3qfVSrbssu0Woyiel0bNrwkq9nd%2FQ76yjSpvhxEpnCJnHV%2BPAJvpDXi0ie0GtKU2sqEawCh5qVD7VdT2uky%2FJCKeLUkgR9qdrM7rAe3xKBy1jKjiUCXVQmZ9zgMecdSw2G8b0k%2BVd4F68OWQWqN5e%2BpFUNLCcfLtxEqADAK%2FeWvAjf%2BZjQap6A1qwjseBC5I1%2FGOLPRuCWGuwMOZcARVWQp1fieY%2Fj6i82gBAhnzwbR5Gcj1NiYFaKQdFYerREfRSoZqxcAo20xZJy5ZPMR0tqg1jdUYjeuWezKsUGU6MuJ7zp5tyBpvZDAJdY%2F7r9vbnnxMjjfbYsdsUQJvDltPIgc3PFFglHfll1tXCLCAqPjXJeq683jiBsQVh%2FlwOWUW7Dw%3D&rb=x","Carpa Coral Para 2 Personas Verde Coleman","167.307","7% OFF","CARPA CORAL VERDE PARA 2 PERSONAS COLEMAN

**DISPONIBLE PARA ENTREGA INMEDIATA**

Resistente a vientos, con toldo que protege del frío y los vientos, su puerta de D da diseño innovador.

» Techo en malla para óptima ventilación.
» Costura invertida en piso para evitar filtraciones de agua.
» Color agradable para la vista.
» Ligera y de fácil instalación.
» Probada en lluvias y viento.
» Casa de campaña tipo domo.
» Se arma en aprox. 8 minutos.
» Es de fácil instalación en aproximadamente 10 minutos gracias a las mangas de postes continuas sin trabas, al sistema patentado de pasador y anillo antideslizante y a la suspensión Insta-Clip que asegura la carpa a los postes en un instante.
» Bolsas de almacenaje.

MEDIDAS: Alto: 120 cm Ancho: 140 cm Largo : 200 cm
PESO: 2,9 Kg"
"1670951271-38","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-550273309-carpa-camping-para-4-personas-impermeable-acampar-_JM?searchVariation=174424754098#searchVariation=174424754098&position=29&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Carpa Camping Para 4 Personas Impermeable Acampar","117.990","null","Bienvenido somos ----- VIttORIA One Shop ----- #1 EN COLOMBIA
-----------------------------------------------------------------------------------------
Encuentra más de 10.000 productos. No busques más, tienes la garantía porque somos uno de las más grandes empresas que venden por Mercadolibre, tenemos la distinción de Mercadolíder Platinum.


Características

Carpa resistente al agua, de excelente precio-calidad y elaborada en poliéster de alta calidad, que harán de esta carpa un excelente acompañante en tus acampadas, cuenta con todos los accesorios para armar de forma rápida y fácil en cualquier lugar, adicional es muy compacta para llevar a cualquier parte y disfrutar de tus días de campo, tiene el espacio ideal para descansar y la ventilación adecuada para estar fresco en cualquier clima, provee firmeza en cualquier terreno que se ubique, es una herramienta muy útil en cualquier ocasión, así que no esperes más para comprarla y si tienes pensado en dar un regalo este seria muy ideal para aquellas personas que les gusta la aventura.

Especificaciones

Camping para4 personas.
Tipo IGLU.
Disponibles para 3 y 6 personas.
Facil y rapida de armar.
Super liviana y ligera para llevar a cualquir parte.
Material impermeable ideal para la lluvia y la nieve.
Medidas 2 mts. x 2 mts. x 1,40 mts.

***Después de hacer la compra, Favor enviar un mensaje para indicarnos un color
alternativo a su elección."
"1670951275-39","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-1033582219-happy-bolsa-de-dormir-sleeping-para-ninos-cojin-160-cm-_JM#position=28&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Happy Bolsa De Dormir- Sleeping Para Niños Cojin 1,60 Cm","89.900","null","Se convertirá en un juguete, una almohada y un saco de dormir.
Perfecto para pasar la noche cómodamente.
Los niños se mantienen cómodos y calienticos.
Ultra suave y acogedor, así podrán usarlo en cualquier momento del día.
Perfecto para jugar, tomar una siesta, en cualquier
Hará que la siesta sea el mejor momento, estarán muy cómodos
Puede llevarlo a cualquier lugar
Mantendrá su cuarto organizado, ya que se puede recoger fácilmente.
Lavable a máquina"
"1670951278-40","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-595181211-bano-vestidor-ducha-portatil-carpa-camping-pop-up-asgard-_JM#position=27&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Baño Vestidor Ducha Portátil Carpa Camping Pop Up Asgard","219.900","null","SOMOS PARRILLASYCAMPING | Líderes en productos de outdoor.

Tienda virtual que ofrece artículos para aire libre de alta calidad.

Somos distribuidores autorizados de las marcas: Asgard, King Flame, Kingcamp, Coleman, Campingaz.
——————————

Baño Vestidor Ducha Portátil Carpa Camping Pop Up Naturehike

Adecuado para usar como inodoro, vestidor, para resguardarse del sol o cabaña de almacenamiento.
Resistente al viento y transpirable.
Ventanillas para ventilación con malla antimosquito.
Bolsa de almacenamiento interior.
Incluye clavijas y Cuerda para asegurar en el terreno.
Se pliega y despliega en tan solo 1 minuto.
Ligera y fácil de guardar.

Color Gris
Medidas: 114× 114× 195cm
Medidas bolsa de transporte: F55×6cm
Resistencia al agua: 1000MM de columnas de agua.
Peso: 2.670 g
Material Carpa: 190T Poliester.
Varillas : Cable acero flexible.

Pulsa comprar y recibirás todos nuestros datos. Llámenos ya!!!!!
——————————

Para ver otros increibles productos para exteriores o Camping al mejor precio, Haz clic en el siguiente link:
https://listado.mercadolibre.com.co/_CustId_24264817


—————————

PROCESO DE COMPRA

1. Si tienes dudas realice todas las preguntas en la sección ""Preguntas al Vendedor"".
2. Haga clic en el boton ""Comprar""
3. Coloca los datos de envio: Casa, Apartamento, oficina, local u oficina principal de servientrega.
* Por favor se lo mas claro y especifico posible (nombre del barrio, nombre del conjunto, telefono de la persona que recibe) para que la transportadora llegue a tu domicilio sin problema.
* Puede llegar a tu domicilio o a la direccion de un familiar o amigo.
4. Elige el método de pago.
5. El envio se demora 1 o 2 dias habiles despues de confirmado el pago.
6. Recibe el envio en tu domicilio, en caso de que no puedas recibir el paquete puedes dejar una persona encargada.

——————————

FORMAS DE PAGO

MercadoPago

• Desde cualquier lugar del país sin costo alguno.
• Hasta 48 cuotas con tarjeta de crédito (Diners Club, Visa, Mastercard, American Express, Codensa).
• Giro por Efecty.
• Con tarjeta débito (por medio de PSE).
• Con el dinero disponible en su cuenta de MercadoPago.

——————————

FORMAS DE ENVÍO

1. MercadoEnvíos

• La forma ideal ya que es más económico.
• Envío por servientrega con cubrimiento a nivel nacional.
• El seguro cubre el 100% del costo del producto.

2. Otros medios de envío

• En caso de que Mercadoenvios no llegue a su ciudad por favor haganoslo saber en la sección de preguntas.


El envió o el domicilio se demora 1 o 2 días Hábiles después de confirmado el pago.

ENVÍOS A TODO EL PAÍS
——————————

Gracias por tu visita!
ParrillasyCamping

——————————"
"1670951281-41","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-593597103-carpa-2-personas-color-naranja-asgard-camping-2x12x1-_JM#position=26&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Carpa 2 Personas Color Naranja Asgard Camping 2x1.2x1","69.900","null","SOMOS PARRILLASYCAMPING | Líderes en productos de outdoor.

Tienda virtual que ofrece artículos para aire libre de alta calidad.

Somos distribuidores autorizados de las marcas: Asgard, King Flame, Kingcamp, Coleman, Campingaz.
——————————

Carpa 2 Personas Color Naranja Asgard Camping 2x1.2x1

Conoce la nueva colección de las Carpas Asgard, diseñadas y confeccionadas con la más alta tecnología, para brindarte la mayor comodidad y seguridad que te mereces, que tu única preocupación sea disfrutar de tus paseos y aventuras juntos a tu familia o amigos.

Especificaciones

Marca Asgard
Material Techo 180T Poliester PU 800 mm
Material Piso 180T Poliester PU 800 mm
Material Mosquitero Malla, Varillas Fibra de Vidrio
Medidas 200x 120x 100cm (Largo,Ancho,Alto)
Medidas Bolsa de Transporte Ø14x 58cm
Peso 1450g
Color Naranja
Sobrecarpa No
Uso Exteriores, Interiores


Incluye: Parantes, estacas, vientos tensores y práctica bolsa de transporte

Pulsa comprar y recibirás todos nuestros datos. Llámenos ya!!!!!
——————————

Para ver otros increibles productos para exteriores o Camping al mejor precio, Haz clic en el siguiente link:
https://listado.mercadolibre.com.co/_CustId_24264817


—————————

PROCESO DE COMPRA

1. Si tienes dudas realice todas las preguntas en la sección ""Preguntas al Vendedor"".
2. Haga clic en el boton ""Comprar""
3. Coloca los datos de envio: Casa, Apartamento, oficina, local u oficina principal de servientrega.
* Por favor se lo mas claro y especifico posible (nombre del barrio, nombre del conjunto, telefono de la persona que recibe) para que la transportadora llegue a tu domicilio sin problema.
* Puede llegar a tu domicilio o a la direccion de un familiar o amigo.
4. Elige el método de pago.
5. El envio se demora 1 o 2 dias habiles despues de confirmado el pago.
6. Recibe el envio en tu domicilio, en caso de que no puedas recibir el paquete puedes dejar una persona encargada.

——————————

FORMAS DE PAGO

MercadoPago

• Desde cualquier lugar del país sin costo alguno.
• Hasta 48 cuotas con tarjeta de crédito (Diners Club, Visa, Mastercard, American Express, Codensa).
• Giro por Efecty.
• Con tarjeta débito (por medio de PSE).
• Con el dinero disponible en su cuenta de MercadoPago.

——————————

FORMAS DE ENVÍO

1. MercadoEnvíos

• La forma ideal ya que es más económico.
• Envío por servientrega con cubrimiento a nivel nacional.
• El seguro cubre el 100% del costo del producto.

2. Otros medios de envío

• En caso de que Mercadoenvios no llegue a su ciudad por favor haganoslo saber en la sección de preguntas.


El envió o el domicilio se demora 1 o 2 días Hábiles después de confirmado el pago.

ENVÍOS A TODO EL PAÍS
——————————

Gracias por tu visita!
ParrillasyCamping

——————————"
"1670951284-42","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-594259591-termo-botella-de-agua-con-cristales-de-cuarzo-estuche-_JM?searchVariation=77713090242#searchVariation=77713090242&position=25&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Termo Botella De Agua Con Cristales De Cuarzo + Estuche","63.555","5% OFF","Somos TIENDA SETATRONIX

Una tienda con variedad de productos que ayudarán con diferentes necesidades del día a día. Compra segura ¡Tenemos la mejor calificación!

Nuestra tienda con más 6 de años de experiencia en comercio en línea certifica nuestro compromiso y seguridad para tus compras.

¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯

TERMO BOTELLA DE AGUA CON CRISTALES DE CUARZO + ESTUCHE !!

BOTELLA CON CUARZOS. TRANSFIERE TODA LA ENERGÍA PROPIA DE LOS CUARZOS AL AGUA CONVENCIONAL Y LA REVITALIZA CON LA CARGA ENERGÉTICA DE LAS PIEDRAS QUE ELIJAS, DESDE PROMOVER EL BIENESTAR Y LAS BUENAS VIBRAS, HASTA EL AMOR PROPIO, CARACTERÍSTICO DE LOS CUARZOS ROSAS

CARACTERÍSTICAS:
- Tamaño de la botella aprox: 250 mm de altura, 65 mm de diámetro. 
- Peso de la botella : 380 g. 
- Material de la botella: vidrio. 
- Altura del vidrio: 85 a 95 mm. 
- Capacidad: 550ml

CARACTERISTICAS DE CADA CUARZO:
- AMATISTA: La amatista representa la paz, la tranquilidad, serenidad. En los momentos perturbadores, esta piedra calma nuestros pensamientos, invade nuestro alma de tranquilidad, todo lo que tenemos que hacer es sostenerla en nuestra mano que no usamos para escribir, es decir sujetarla con la mano izquierda los derechos y viceversa 

ONIX: El Onix representa el Punto Cero, el Gran silencio Universal, el Gran sueño de Dios. Esta bajo la regencia de Plutón, que se encarga de la vida y la muerte de todos los procesos.
Es La Gran protectora de las piedras, ella absorberá como en un agujero negro cualquier energía negativa que este dentro nuestro o que llegue a nosotros desde afuera, cualquier ataque psicológico o psíquico.

ROSADO: El cuarzo rosa es la piedra del amor incondicional y la paz infinita. Es el mineral más importante para el chacra corazón, ya que enseña la verdadera esencia de amor.
Funciona extrayendo suavemente las energías negativas reemplazándolas por vibraciones amorosas. En el plano emocional, el cuarzo rosa es el mejor sanador, libera las penas y las emociones no expresadas, alivia el dolor interiorizado y sana las carencias.
Facilita el perdón y la autoaceptación, invoca autoestima y confianza en uno mismo. Reconforta tus penas cuando has perdido tu amor. El cuarzo rosa es altamente eficaz situado a nivel del corazón o en un rincón de tu habitación.

CRISTAL: Bloqueador: Bloquea las energías negativas que quieran apoderarse de los pensamientos de la persona, al igual que protege la entrada de la casa y la oficina en la que se apliquen.
Meditación: Ayuda a encontrar altos niveles de meditación y conexión espiritual, por ello es común encontrarlo en los espacios donde se practicas algún tipo de estos ejercicios, pues se creen que generan un mayor equilibro y liberación espiritual.
Tranquilidad: Relaja y calma los ambientes tensos, lima las perezas y hace que las energías positivas fluyan con mayor facilidad en los espacios donde se utilice.
Emociones: Permite un mayor flujo de emociones en la vida de la persona que haga uso de este mineral, permitiendo que su cuerpo entre en armonía y los pensamientos que recorran la mente sean, en su mayoría, positivos.
Tarot: Como ya hemos comentado son muy útiles en las sesiones previas a las lecturas del tarot ya que abren los chakras y permiten que las energías fluyan de forma mas constante.

VENTAJAS:
- Esta botella es imprescindible si estás en esta nueva era de potente energía revitalizante o si ya estás disfrutando de los beneficios para la salud de los cristales curativos.
- Es seguro y no tóxico, puedes estar seguro de que nuestras botellas son completamente NO tóxicas y seguras de usar para mezclar con agua.
- Estas botellas de agua de vidrio Elixir son adecuadas para uso diario o para actividades al aire última intervensión, tales como viajes, camping, senderismo. Lets traer con usted donde quiera que vaya.
- Comenzarás a disfrutar de los beneficios positivos de beber agua con energía de vidrio en poco tiempo y el agua utilizada para llenar la botella se cargará con energía de vidrio puro durante todo el día.
- Ecológico, la botella de agua de vidrio ayuda a reducir los residuos de plástico. Sus componentes lavables a mano y una botella de vidrio apta para lavaplatos hacen que la limpieza sea fácil.

BENEFICIOS DEL CUARZO
El cuarzo cristal es uno de los minerales que más beneficios tiene. Recoge la energía, la potencia, la amplifica y la dirige hacia donde tú quieres. Es muy utilizado para sanar y eliminar las energías negativas que hay en tu vida por las propiedades curativas que tiene.

¿QUE INCLUYE TU PRODUCTO?
- Botella De Vidrio Con Cuarzo 
- Estuche Flexible Negro de Protección 

Todos nuestros productos tienen garantía.

Entrega de 2 a 3 días hábiles en ciudades principales. Por motivos de contingencia puede haber algunas demoras, pero todos los productos están llegando a destino. Compra con total tranquilidad.

¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯

VENTAS AL POR MAYOR

Distribuimos a nivel nacional, consulta de manera directa por disponibilidad de cantidades y precios a partir de 10 unidades de producto para compras al por mayor.

¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯

Realiza todas las preguntas que consideres necesarias para tu compra, con gusto las responderemos. Lo más importante: una compra segura.

¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯

TIENDA SETATRONIX"
"1670951287-43","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-842447689-carpa-coleman-doble-tendido-4-personas-tienda-de-campana-_JM#position=24&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Carpa Coleman Doble Tendido 4 Personas Tienda De Campaña","332.500","4% OFF","TIENDA OFICIAL COLEMAN®

THE OUTDOOR COMPANY

Somos Marca líder con más de 100 años en el Mercado, especializados en equipos y accesorios en la categoría Outdoor para el disfrute de las actividades recreativas al aire libre, como excursión, camping, playera, hogar y accesorios.

Horario de Atención: lunes a viernes de 9:00 am 6:00 pm y sábados de 9:00 am a 11:00 pm.

DESCRIPCIÓN DEL PRODUCTO

- Peso: 4.25 Kg.
- Dimensiones: 244cm (Largo) x 198cm (Ancho) x 130cm (Alto).
- Resiste Columnas de Agua: 1.500 mm a 2.000 mm (Resistencia Media - Baja).
- Toldo ¾ con estructura que protege contra agentes externos.
- Sistema WHEATHERTEC™ con esquinas soldadas y costuras invertidas y selladas para evitar la filtración de agua.
- Tecnología UVGuard™ que ayuda a proteger la casa de los rayos dañinos del sol.
- Estructura resistente para soportar vientos de hasta 56 km/h+.
- Puerta amplia tipo D que aumenta la facilidad de entrada y salida de la casa.
- Cuenta con un bolsillo para tus almacenar tus dispositivos electrónicos.
- Liviana y compacta para aventuras mochileras y acampar.
- Malla contra insectos que aporta excelente ventilación.
- Mangas continuas para las varillas que protegen contra enganches.
- Bolsa de transporte incluida.
- Fácil instalación.


¿CÓMO COMPRAR?:

PAGOS:
- MercadoPago

ENVÍOS:
- Mercadoenvíos
- Coordinadora Mercantil (Contra entrega)

RECOMENDACIONES:
- Por favor aclare todas tus dudas en la sección de preguntas antes de ofertar.
- Aclare todas sus dudas antes de ofertar.
- Actualice el teléfono, correo y dirección para poder contactar y enviar el producto correctamente. No nos hacemos responsables por -contratiempos causados por datos erróneos.
- Las compras acreditadas antes de las 2:30 pm serán enviadas el mismo día hábil. Después de las 2:30 pm el envío se realizará el día hábil -siguiente. 

PREGUNTAS FRECUENTES:
1. ¿Hacen envíos a todo el País?
Si. A través de Mercado envíos y Coordinadora Mercantil (Contra Entrega).
2. ¿Desde qué ciudad realizan los envíos?
Todos nuestros productos son despachados desde nuestro almacén en Bogotá.
3. ¿Puedo retirar mi producto personalmente?
Si. Por nuestra sede en Bogotá, Fontibón.

GARANTÍA:
- Todos nuestros productos están garantizados por 3 meses contra defectos de fábrica.
- La garantía no cubre abuso, descuido, mal uso o desgaste natural por el us"
"1670951290-44","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-842228905-carpa-2-personas-atacama-coleman-2147151-_JM#position=23&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Carpa 2 Personas Atacama Coleman 2147151","325.407","7% OFF","Carpa 2 Personas Atacama Coleman 2147151

Marca: Coleman
Referencia: 2147151
Dimensiones: 198cm (Largo) x 198cm (Ancho) x 109cm (Alto)
Dimensiones empaque: 58cm x17
Peso: 3,15 KG
Columnas de Agua: : 2000 mm a 2500mm (Resistencia Media - Alta)
Garantía: 3 meses
Hecho en: Estados unidos

Carpa Atacama para 2 personas Coleman, con gran protección por su toldo, cubriendo toda la carpa brindando una doble puerta y espacio para guardar el equipo de camping 


» Sistema WHEATHERTEC™ con esquinas soldadas y costuras invertidas y selladas - para evitar la filtración de agua.
» Tecnología UVGuard™ que ayuda a proteger la casa de los rayos dañinos del sol.
» Estructura resistente para soportar vientos de hasta 56 km/h+.
» Con vestíbulo que crea un área seca para la entrada y almacenamiento de equipo.
» Puerta amplia que aumenta la facilidad de entrada y salida de la casa.
» Cuenta con un bolsillo para tus almacenar tus dispositivos electrónicos.
» Mangas para las varillas que protegen contra enganches.
» Malla contra insectos que aporta excelente ventilación.
» Flujo de ventilación transpirable asegurando comodidad.
» Bolsa de transporte incluida.
» Rápida instalación."
"1670951293-45","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-487664188-linterna-recargable-led-tactica-usb-militar-10000lm-_JM?searchVariation=73616895794#searchVariation=73616895794&position=22&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Linterna Recargable Led Tactica Usb Militar 10000lm","20.900","null","La nueva linterna militar se carga con usb y te dá mas de 4 horas de luz continua por carga.
No necesita cable para su carga, puedes hacerlo directamente al puerto de la linterna.
3 MODOS DE ILUMINACIÓN. 
LUMENS: 3800
Distancia de la iluminación: 200-500m
Medidas: Largo 11 x alto 2.5 cm (12,3 cm con el zoom abierto)

SI ESTÁS EN LA CIUDAD DE MEDELLÍN Y DESEAS LA ENTREGA EN MENOS DE 24 HORAS SELECCIONA LA OPCIÓN “Retira en la dirección del vendedor”"
"1670951297-46","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f7","","https://articulo.mercadolibre.com.co/MCO-638906702-combo-carpa-camping-3-personas-acampar-y-lampara-camping-_JM#position=21&search_layout=stack&type=item&tracking_id=0aa8670a-8607-41ce-991f-bb0d37c8122b","Combo Carpa Camping 3 Personas Acampar Y Lámpara Camping","99.900","null","¡¡BIENVENID@ A ONLY STORE!!
---------------------------------------------------------------------------------------------------------------------
Estamos encantados de darte la bienvenida a nuestra Tienda Virtual, *ONLY STORE* en Mercado Libre.

¡¡Gracias por confiar en nosotros!!
*Lee la información para poder garantizarte una experiencia totalmente positiva*
*Si vas a realizar la compra VERIFICA que tu dirección sea la correcta; especificando ciudad, apto, oficina, etc.*
*Si tienes preguntas no dudes en dejarlas abajo, con gusto las responderemos*
---------------------------------------------------------------------------------------------------------------------

CARPA CAMPING PARA 3 PERSONAS IMPORTADA 200CM X 150CM X 115CM Y LAMPARA CAMPING RECARGABLE. 

-Tamaño Aproximado Carpa: 200cm x 150cm x 115 cm
-Empaque: 61cm x 14cm x 12 cm.
-Es semipermeable
-Uso recomendado para 2 a 3 personas, cuenta con una estructura estable y buena ventilación.

Especificaciones:
• TAMAÑO DEL PAQUETE (L x An x Al): 14,60 x 9,80 x 10,10 cm / 5,75 x 3,86 x 3,98 pulgadas
• DURACIÓN DE LA CARGA: 5 – 6 Horas
• POTENCIA: 1W+6LED
• MATERIAL: ABS
• CAPACIDAD DE LA BATERÍA: 900mAh

-INCLUYE: Carpa, set de varillas para fijar al piso, varillas de estructura, estuche de transporte 
-Lampara camping recargable. 

-RECOMENDACIÓN: Es recomendable armar su carpa sobre un plástico, para que no se te ensucie y por seguridad para evitar la humedad, mantenga las cremalleras cerradas para los moscos, colocar bien las estacas y evite guardar estando mojada o húmeda para evitar daños en la tela a largo plazo.

______________________________________________________________________
GARANTÍA
NO cubre:
- Daños provocados por un uso indebido o negligente del artículo.
- Daños provocados por haber sometido el articulo a esfuerzo excesivo, por un trato inadecuado o por acciones externas
- NO cubre defectos ocasionados por no haber seguido las instrucciones de uso.
- NO cubre En caso de que personas ajenas a su distribuidor hayan realizado reparaciones o hayan intentado reparar el artículo.
- IMPORTANTE: Sé debe conservar la caja en buen estado y accesorios para efectos de garantía.

---------------------------------------------------------------------------------------------------------------------
Somos *ONLY STORE* y estaremos encantados de atenderte!
*Contamos con mas de 3 años de experiencia cumpliendo siempre en calidad, precio y tiempo*
*Recuerda que con MercadoPago tienes tu dinero asegurado en todo momento*"
